lila_dataset_name,lila_category_name,wi_guid,wi_taxon_name,wi_common,count
WCS Camera Traps,panthera pardus,aa73e0ac-973d-461d-914a-d2fa6e4b98a4,panthera pardus,Leopard,470
WCS Camera Traps,lamprotornis superbus,e9443e25-2aa4-458c-bb47-f01b54a990ee,lamprotornis superbus,Superb Starling,88
WCS Camera Traps,ichneumia albicauda,37b83705-ecdf-406d-923a-12a736fd56f3,ichneumia albicauda,White-tailed Mongoose,176
WCS Camera Traps,lanius collaris,e8aa6988-3e61-4555-886c-c2f8640b16bc,lanius collaris,Common Fiscal,5
WCS Camera Traps,canis mesomelas,152e91ce-cadc-43ef-9d7a-084b7f752ebe,canis mesomelas,Black-backed Jackal,467
WCS Camera Traps,xerus erythropus,6b218406-8790-4580-b691-c9207a01a2fb,xerus erythropus,Striped Ground Squirrel,93
WCS Camera Traps,syncerus caffer,9732cefb-6a08-49f6-b61e-b9a9054368c4,syncerus caffer,African Buffalo,5293
WCS Camera Traps,equus quagga,dd39bbd5-077c-482e-9d33-bd176116c870,equus quagga,Plains Zebra,20337
WCS Camera Traps,giraffa camelopardalis,2dca052b-dff5-4cc9-8072-1282c5713286,giraffa camelopardalis,Giraffe,8380
WCS Camera Traps,alcelaphus buselaphus,a6c4ef9a-d23f-49ca-97c6-4f859df0066e,alcelaphus buselaphus,Hartebeest,362
WCS Camera Traps,chlorocebus pygerythrus,0c72ac0d-6ed4-40f4-90ba-215dd1a7de8e,chlorocebus pygerythrus,Vervet Monkey,114
WCS Camera Traps,madoqua guentheri,c9b58a23-a776-4927-b737-68ed6c34fcba,madoqua guentheri,Guenther's Dik-dik,15762
WCS Camera Traps,potamochoerus larvatus,6130285b-ff22-4602-b7e8-ef92e3a527da,potamochoerus larvatus,Bushpig,1954
WCS Camera Traps,numida meleagris,83133617-8358-4910-82ee-4c23e40ba3dc,numida meleagris,Helmeted Guineafowl,232
WCS Camera Traps,nanger granti,8c48ed75-e275-4188-a6b1-55929d298e85,nanger granti,Grant's Gazelle,2736
WCS Camera Traps,eudorcas thomsonii,dc5dbe17-a8ca-40a6-ac6a-3b6b1d63e6d6,eudorcas thomsonii,Thomson's Gazelle,173
WCS Camera Traps,struthio camelus,e2cbac0d-b4aa-4875-adc2-b1276c9276d3,struthio camelus,Common Ostrich,356
WCS Camera Traps,orycteropus afer,7a5a9437-883c-4a5b-b7f9-1d90ec457f46,orycteropus afer,Aardvark,247
WCS Camera Traps,acinonyx jubatus,5a9b1344-2dd5-4162-9d85-77ee4648ad9c,acinonyx jubatus,Cheetah,54
WCS Camera Traps,eupodotis senegalensis,80f1a85d-5077-4c32-8a8e-ad50074468ef,eupodotis senegalensis,White-bellied Bustard,283
WCS Camera Traps,felis silvestris,96debe9f-7452-42c9-87ae-2e6b37f78025,felis silvestris,Wild Cat,30
WCS Camera Traps,pternistis leucoscepus,84163799-8cdf-4e84-89bc-7ea3d759407f,pternistis leucoscepus,Yellow-necked Francolin,180
WCS Camera Traps,stigmochelys pardalis,8a90c138-7a9a-47cf-ba62-6b6948662fe2,stigmochelys pardalis,Leopard Tortoise,11
WCS Camera Traps,oryx beisa,4e0604ee-8230-4f80-a4d1-a89af622470d,oryx beisa,Beisa Oryx,1105
WCS Camera Traps,litocranius walleri,fa099712-2ca2-4645-afc2-367b2a585852,litocranius walleri,Gerenuk,790
WCS Camera Traps,lophotis gindiana,995846de-74ba-4030-bd6f-dbf2e7dee1d7,lophotis gindiana,Buff-crested Bustard,53
WCS Camera Traps,ardeotis kori,38296099-8b9b-4f18-9615-6d589384b04d,ardeotis kori,Kori Bustard,174
WCS Camera Traps,pipile cumanensis,37ee3aa1-ba29-4700-b8fb-76a338fe1dbc,pipile cumanensis,Blue-throated Piping-Guan,36
WCS Camera Traps,leopardus sp,05afbf7e-f878-4534-b08f-c97a02435474,leopardus,Leopardus Species,10
WCS Camera Traps,helogale parvula,3e8412c2-8b79-4116-8cb1-a0ca3a8f856c,helogale parvula,Common Dwarf Mongoose,42
WCS Camera Traps,lissotis melanogaster,c2e9d0b5-ddf4-47a6-a534-5e4938cdd21e,lissotis melanogaster,Black-bellied Bustard,151
WCS Camera Traps,dendroperdix sephaena,209951b2-56ae-43c4-82d6-c439f1dd9490,dendroperdix sephaena,Crested Francolin,15
WCS Camera Traps,trichys fasciculata,5df7a745-123f-4e49-bc67-540377e42fe3,trichys fasciculata,Long-tailed Porcupine,4
WCS Camera Traps,macaca nemestrina,264e0846-be86-495b-8c64-30da2118694c,macaca nemestrina,Southern Pig-tailed Macaque,3758
WCS Camera Traps,pitta guajana,578da960-5e3e-4014-a055-3b02314ff7b6,hydrornis guajanus,Javan Banded Pitta,8
WCS Camera Traps,argusianus argus,4dfd5ebc-5fb6-4a11-b150-4b2ee588091f,argusianus argus,Argos Real,2333
WCS Camera Traps,paradoxurus hermaphroditus,20e0c8d9-c445-44b5-87fc-d5bb9724e874,paradoxurus hermaphroditus,Common Palm Civet,185
WCS Camera Traps,prionailurus bengalensis,6f5cfe6e-4d2f-4a39-b7eb-cffe6aef7de1,prionailurus bengalensis,Leopard Cat,246
WCS Camera Traps,hemigalus derbyanus,c3a6329b-0a76-4063-8f4e-b3e95aa3a9e7,hemigalus derbyanus,Banded Civet,90
WCS Camera Traps,aonyx sp,2abead20-5976-4011-8f8d-58a708420727,aonyx,Aonyx Species,2
WCS Camera Traps,muntiacus muntjak,3b53e54f-da21-474e-b6f6-47dbdd73ff69,muntiacus muntjak,Southern Red Muntjac,4895
WCS Camera Traps,sus scrofa,d372cda5-a8ca-4b7b-97ed-4e4fab9c9b4b,sus scrofa,Wild Boar,1398
WCS Camera Traps,tragulus javanicus,6eb22182-155a-42f8-87ce-21e6053ca60e,tragulus javanicus,Javan Chevrotain,167
WCS Camera Traps,helarctos malayanus,90924dcf-2d47-4135-a236-f88e8c079dc8,helarctos malayanus,Sun Bear,646
WCS Camera Traps,butorides striata,652398dc-e64a-4ed5-a53c-7e7f72f248ed,butorides striata,Héron à dos vert,8
WCS Camera Traps,elephas maximus,5033744e-5b47-40e4-b7b6-9fda865778a0,elephas maximus,Asian Elephant,325
WCS Camera Traps,rusa unicolor,96d478d5-30c4-4857-81de-9ac46d132800,rusa unicolor,Sambar,617
WCS Camera Traps,tapirus indicus,a31181bf-72d3-4b97-adfd-699097d9e99d,tapirus indicus,Malay Tapir,285
WCS Camera Traps,hystrix brachyura,e8490543-5bea-46a7-a326-a02142d2e6e1,hystrix brachyura,Malayan Porcupine,1621
WCS Camera Traps,pardofelis temminckii,b30d4c91-3790-4e28-8127-da8783aab3a8,catopuma temminckii,Asiatic Golden Cat,338
WCS Camera Traps,panthera tigris,e1c6c5b2-b808-4d50-bf01-90aa46f964c2,panthera tigris,Tiger,321
WCS Camera Traps,sus barbatus,0f70fcca-5658-4f60-b0e4-48db3120cebc,sus barbatus,Bearded Pig,60
WCS Camera Traps,lariscus insignis,67f8d7af-2d29-4b22-8810-71e798cac94d,lariscus insignis,Three-striped Ground Squirrel,43
WCS Camera Traps,tupaia glis,30c74354-ba8b-4e24-9c30-13f29bb06282,tupaia glis,Common Treeshrew,13
WCS Camera Traps,enicurus leschenaulti,38dc2acd-9658-4532-a4d3-d3bbed05947c,enicurus leschenaulti,White-crowned Forktail,3
WCS Camera Traps,chalcophaps indica,e6e39b90-f11c-415b-a01e-5beb550de1bb,chalcophaps indica,Common Emerald Dove,27
WCS Camera Traps,tragulus napu,848e5218-cbe4-4540-847b-817e638ce388,tragulus napu,Greater Oriental Chevrotain,218
WCS Camera Traps,genetta tigrina,10b9d274-ec00-473a-ba9d-05f85f94d8ec,genetta tigrina,Cape Genet,98
WCS Camera Traps,hystrix cristata,cb86bb15-bf32-453f-930f-68da02c4b521,hystrix cristata,Crested Porcupine,162
WCS Camera Traps,lycaon pictus,979cb74b-38b3-4d88-b828-c6091e64564a,lycaon pictus,African Wild Dog,141
WCS Camera Traps,oreotragus oreotragus,95a14da6-e52a-4b7c-ad5f-eebca60a0e30,oreotragus oreotragus,Klipspringer,64
WCS Camera Traps,tragelaphus imberbis,85e3b75a-8940-4824-a400-36316c50459f,tragelaphus imberbis,Lesser Kudu,26
WCS Camera Traps,procavia capensis,ebe71a3a-68bb-48bd-b3d9-b6b311882cee,procavia capensis,Rock Hyrax,65
WCS Camera Traps,streptopilia senegalensis,ef893f66-f7ef-4758-9117-ab63b05bdaa0,spilopelia senegalensis,Laughing Dove,36
WCS Camera Traps,heterohyrax brucei,b18690c8-a11a-4029-8029-fb280d40e7f7,heterohyrax brucei,Bush Hyrax,41
WCS Camera Traps,mellivora capensis,a4f40e31-17f6-45b7-8b9d-e32af92a24df,mellivora capensis,Honey Badger,52
WCS Camera Traps,ictonyx striatus,dff1abeb-acb4-4ea0-909b-9b4895f7d88d,ictonyx striatus,Zorilla,33
WCS Camera Traps,pternistis hildebrandti,dc92e1cb-b8d2-4986-b399-2e7b4837f9ed,pternistis hildebrandti,Hildebrandt's Francolin,10
WCS Camera Traps,tockus flavirostris,c058dab5-e100-4657-914b-261ffc9b5b99,tockus flavirostris,Eastern Yellow-billed Hornbill,1
WCS Camera Traps,leopardus tigrinus,c5ae795b-300f-4cc7-99f7-e2c2d2810a87,leopardus tigrinus,Northern Tiger Cat,37
WCS Camera Traps,potos flavus,becf3932-4ec8-4897-8d41-f9f248648794,potos flavus,Kinkajou,1
WCS Camera Traps,canis familiaris,3d80f1d6-b1df-4966-9ff4-94053c7a902a,canis familiaris,Domestic Dog,1677
WCS Camera Traps,alectoris rufa,e9bc6035-c9d8-4098-ab1c-1e2936610978,alectoris rufa,Red-legged Partridge,2105
WCS Camera Traps,unknown bird,b1352069-a39c-4a84-a949-60044271c0c1,aves,Bird,10400
WCS Camera Traps,unknown rodent,90d950db-2106-4bd9-a4c1-777604c3eada,rodentia,Rodent,9265
WCS Camera Traps,leptotila rufaxilla,2709bc7f-b449-49a3-b857-9613fee1cf76,leptotila rufaxilla,Grey-fronted Dove,419
WCS Camera Traps,ardea cocoi,bfa75aeb-3187-48fe-95b9-f171465cc984,ardea cocoi,Cocoi Heron,24
WCS Camera Traps,penelope superciliaris,9f152289-08b9-475d-83e3-346d9fbd0297,penelope superciliaris,Rusty-margined Guan,114
WCS Camera Traps,unknown lizard,710c4066-bd5d-4313-bcf4-0217c4c84da7,squamata,Serpentes Suborder,222
WCS Camera Traps,unknown spider,4f3bab8f-e476-4a66-958d-e325cefd2752,araneae,Spider,15
WCS Camera Traps,pteroglossus beauharnaesii,e9a0a623-8abe-4371-953f-6765cbf97d78,pteroglossus beauharnaisii,Curl-crested Araçari,10
WCS Camera Traps,cebus apella,03c512a1-bfb6-4c47-8e1a-ace60d268b11,sapajus apella,Margarita Island Capuchin,114
WCS Camera Traps,unknown insect,9fb844bd-26d1-49f1-a829-0025a48d3bdb,insecta,Insect,150
WCS Camera Traps,unknown butterfly,4a7126ec-2b0b-426d-bafd-356219eb487a,lepidoptera,Butterflies and Moths,57
WCS Camera Traps,chelonoidis carbonaria,4adcb4cf-9ed3-4596-9f56-931ed644007e,testudines,Turtle Order,11
WCS Camera Traps,unknown caprimulgidae,733ccf0d-f1b3-4586-8064-bd346ca7e8f1,caprimulgidae,Caprimulgidae Family,28
WCS Camera Traps,ramphastos tucanus,cc17e7c2-109d-413a-bebf-6da97b044df3,ramphastos tucanus,Red-billed Toucan,256
WCS Camera Traps,ateles chamek,a4a2a814-b05c-4dce-b1d2-124a44661804,ateles chamek,Black-faced Black Spider Monkey,59
WCS Camera Traps,unknown frog,96632fbc-d0d0-4880-9df7-f747f6f5ec11,anura,Frogs,133
WCS Camera Traps,mamotus mamota,5e593440-cfe4-42e6-9b0a-cac047eade20,momotus momota,Amazonian Motmot,12
WCS Camera Traps,philerodius pileatus,a894d48c-b5a6-48bc-9801-bc1c15edea17,pilherodius pileatus,Capped Heron,10
WCS Camera Traps,rupornis magnirostris,69e2b291-6a8f-4709-9c26-07266c04cbbd,rupornis magnirostris,Roadside Hawk,21
WCS Camera Traps,cathartes burrovianus,e91c8b8d-3b69-4b59-b2a2-705c75781e73,cathartes burrovianus,Lesser Yellow-headed Vulture,60
WCS Camera Traps,quail,4eae4c62-e867-465a-a1f3-536791efa6c4,phasianidae,Phasianidae Family,812
WCS Camera Traps,unknown bat,a45906ce-5938-433a-bc82-4d0e60d2ebab,chiroptera,Bat,245
WCS Camera Traps,paloma,a92f5ecb-13d3-44b1-837f-d085d2e2ea19,columbidae,Columbidae Family,477
WCS Camera Traps,aguila,70593171-87a7-4256-a9ce-577f064b8490,accipitridae,Accipitridae Family,10
WCS Camera Traps,sucha cabeza amarilla,61fb7ee1-6dfa-4795-853e-6f2d005b55cf,amazona oratrix,Yellow-headed Amazon,20
WCS Camera Traps,galictis vittata,b4c9f453-870b-4ed6-8fd6-9b132ec91a70,galictis vittata,Greater Grison,50
WCS Camera Traps,unknown marsupial,a2393bee-bf14-473f-8eab-d9ca21714026,diprotodontia,Diprotodontia Order,212
WCS Camera Traps,saimiri boliviensis,a1cc00d4-9082-4b20-b1bc-aeee3e195c70,saimiri boliviensis,Bolivian/peruvian Squirrel Monkey,32
WCS Camera Traps,sciurus ignitus,9af4d863-b129-4d47-9871-5f9c6f2fba39,sciurus ignitus,Bolivian Squirrel,14
WCS Camera Traps,falcon,c3a047e8-c2df-4d49-babf-b1cd3951fd3c,falco,Falco Species,29
WCS Camera Traps,pteronura brasiliensis,07709a39-6d4b-4973-bc8e-3543ce208611,pteronura brasiliensis,Giant Otter,18
WCS Camera Traps,rana sp,17b8145a-a164-4059-a68b-47b8b7438428,rana,Rana species,1
WCS Camera Traps,leptotila verreauxi,fc3d18ab-f1f6-4522-94ee-6b89c412820d,leptotila verreauxi,White-tipped Dove,245
WCS Camera Traps,crypturellus soui,23a81cc4-9f19-47fe-ba82-69759224b603,crypturellus soui,Little Tinamou,174
WCS Camera Traps,egretta thula,e1468ade-3f05-4f98-b51a-aca72916825c,egretta thula,Snowy Egret,10
WCS Camera Traps,tinamus sp,da95b1f8-200d-49e7-8c93-d57652d7d429,tinamus,Tinamus Species,75
WCS Camera Traps,monasa morphoeus,28ab67ca-f16f-425b-afc2-d5fb2841e111,monasa morphoeus,White-fronted Nunbird,10
WCS Camera Traps,tinamus tao,f4cd3882-a15c-4c12-8731-aabc0dce51ec,tinamus tao,Grey Tinamou,10
WCS Camera Traps,sapajus apella,03c512a1-bfb6-4c47-8e1a-ace60d268b11,sapajus apella,Margarita Island Capuchin,109
WCS Camera Traps,cebus albifrons,2cc1ffd0-cf54-45ec-b99a-65c121c6760e,cebus albifrons,Humboldt's White-fronted Capuchin,32
WCS Camera Traps,cathartes melambrotus,0342159a-01b0-4faa-aff1-cf6f10954f27,cathartes melambrotus,Greater Yellow-headed Vulture,20
WCS Camera Traps,formicarius colma,56b92a35-a785-4e2d-b42a-6e6f58e78e9b,formicarius colma,Rufous-capped Antthrush,5
WCS Camera Traps,spizaetus ornatus,3c75a046-fe27-4c19-a4e0-2be8ee0c8d28,spizaetus ornatus,Ornate Hawk-eagle,10
WCS Camera Traps,ciconia maguari,9c7ceb0a-686e-4ee1-be2d-0cf0ecc808eb,ciconia maguari,Maguari Stork,2
WCS Camera Traps,momotus momota,5e593440-cfe4-42e6-9b0a-cac047eade20,momotus momota,Amazonian Motmot,148
WCS Camera Traps,hoploxypterus cayanus,a2c01279-a140-4cc7-9f2d-07766e63c0d4,hoploxypterus cayanus,Pied Lapwing,10
WCS Camera Traps,ortalis guttata,1d142c89-bc4e-4314-a638-18bbdfb51359,ortalis guttata,Speckled Chachalaca,50
WCS Camera Traps,odontophorus,c89472f9-36a0-4f16-92b2-971dcc9ed8f5,odontophorus,Odontophorus Species,10
WCS Camera Traps,morphnus guianensis,90b95e45-d06a-4268-8842-631075f7ba90,morphnus guianensis,Crested Eagle,154
WCS Camera Traps,unknown porcupine,9f332b69-49c6-43a1-aa71-c8888bc58d29,hystricidae,Old World Porcupine Family,10
WCS Camera Traps,psophia crepitans,ef405f67-563e-4311-ae9c-63f44ee7a9aa,psophia crepitans,Gray-winged Trumpeter,2034
WCS Camera Traps,mazama gouazoupira,0d27127e-e39f-41f4-9685-11d68f4777ae,mazama gouazoubira,Gray Brocket,24
WCS Camera Traps,nothocrax urumutum,6c112b2c-b427-4b7e-8f11-b720c989abf3,nothocrax urumutum,Nocturnal Curassow,23
WCS Camera Traps,dasyprocta fuliginosa,d62cd43d-a519-4cd5-aef2-b76ae4bd16c1,dasyprocta fuliginosa,Black Agouti,42
WCS Camera Traps,sciurus igniventris,46bbb254-6a97-40f0-b07b-d229b211e6db,sciurus igniventris,Northern Amazon Red Squirrel,30
WCS Camera Traps,mitu salvini,d9880c5a-b487-4ef0-8e26-39b2b40a06b7,mitu salvini,Salvin's Curassow,11
WCS Camera Traps,myoprocta pratti,1bec25e0-a5d2-4a2e-8a59-569b8e0f798f,myoprocta pratti,Green Acouchi,134
WCS Camera Traps,proechimys sp,3a3e7cd7-5d53-42e0-8e4b-f5dad4345c89,proechimys,Proechimys Species,57
WCS Camera Traps,geotrygon sp,53aa06c5-f848-4ba3-b27e-9f1c85c1bdd9,geotrygon,Geotrygon Species,11
WCS Camera Traps,coendou bicolor,7ac33e14-b93f-4702-b2fa-e6c1fd54f37e,coendou bicolor,Bicolor-spined Porcupine,11
WCS Camera Traps,microsciurus flaviventer,2376f974-2f42-4a78-a2e1-cc6e3cea5d22,microsciurus flaviventer,Amazon Dwarf Squirrel,1
WCS Camera Traps,herpailurus yaguarondi,5bf1ea7e-141a-4cc2-92ac-5e20bf64b408,herpailurus yagouaroundi,Jaguarundi,1
WCS Camera Traps,harpyhaliaetus solitarius,2ecf2274-0f23-49b0-9099-e234f45818c2,buteogallus solitarius,Black Solitary Eagle,1
WCS Camera Traps,nasua narica,1df7d5e4-16ac-4533-81f7-b2e6c8a0ff00,nasua narica,White-nosed Coati,1971
WCS Camera Traps,proechimys,3a3e7cd7-5d53-42e0-8e4b-f5dad4345c89,proechimys,Proechimys Species,11
WCS Camera Traps,tamandua mexicana,25248c94-2e54-4c9d-9939-0d8800296747,tamandua mexicana,Northern Tamandua,101
WCS Camera Traps,didelphis sp,b59e826f-4cdc-4173-a278-8381cac17d78,didelphis,Didelphis Species,3541
WCS Camera Traps,microsciurus mimulus,b60f35d7-5020-42bc-8cef-b69666aad079,microsciurus mimulus,Western Dwarf Squirrel,1
WCS Camera Traps,penelope purpurascens,a3ae05b8-c9f9-423b-b0c3-0c99243d184d,penelope purpurascens,Crested Guan,758
WCS Camera Traps,sciurus gramatensis,1cba8403-375b-4719-8099-daa4712cf386,sciurus granatensis,Red-tailed Squirrel,4
WCS Camera Traps,odontophorus erythrops,a23759e7-93b3-4db2-90df-4346c7c5ec5c,odontophorus erythrops,Rufous-fronted Wood-quail,2
WCS Camera Traps,geotrygon saphirina,a0aa1b81-3a14-4028-ab3f-f36d9486f0e7,geotrygon saphirina,Sapphire Quail-Dove,1
WCS Camera Traps,cabassous centralis,0f76d5eb-2c02-48ba-87e0-28f297e89e94,cabassous centralis,Northern Naked-tailed Armadillo,1
WCS Camera Traps,aguila sp,70593171-87a7-4256-a9ce-577f064b8490,accipitridae,Accipitridae Family,1
WCS Camera Traps,phaetornis sp,5b17f7f6-3061-4531-8beb-3f5ee8c2d4d5,phaethornis,Phaethornis Species,1
WCS Camera Traps,paleosuchus sp,a3f61dce-b1a8-4cc1-8c87-ee46dcffd027,paleosuchus,Alligator Species,1
WCS Camera Traps,brotogeris sp,91093525-cf8b-43ce-a777-75c7ee8a77d6,brotogeris,Brotogeris Species,1
WCS Camera Traps,cabassous unicinctus,1ccdb5c3-88b4-498a-b8c8-0ff9fc5484c6,cabassous unicinctus,Southern Naked-Tailed Armadillo,1
WCS Camera Traps,streptopelia capicola,60d846d9-aaca-47bd-bb26-3e9d60ab7592,streptopelia capicola,Ring-necked Dove,9
WCS Camera Traps,camelus dromedarius,a4f23daa-a66d-483c-94d4-3132aea33283,camelus dromedarius,Dromedary Camel,1214
WCS Camera Traps,otocyon megalotis,723584af-fbd4-4839-84be-cd89acacc070,otocyon megalotis,Bat-eared Fox,36
WCS Camera Traps,acryllium vulturinum,502958f0-482d-4a66-96d8-5018edd893ee,acryllium vulturinum,Vulturine Guineafowl,1831
WCS Camera Traps,equus grevyi,3877192e-7bc5-4311-a737-0262ba9d3395,equus grevyi,Grevy's Zebra,3042
WCS Camera Traps,diceros bicornis,fa3a7f4a-912a-4ff9-b82c-95b27f3d39fb,diceros bicornis,Black Rhinoceros,221
WCS Camera Traps,ceratotherium simum,d59da409-557c-46ad-9373-390ee218142f,ceratotherium simum,White Rhinoceros,59
WCS Camera Traps,proteles cristata,fa0d7796-5b11-450d-b15c-d49fdfe89d0e,proteles cristata,Aardwolf,259
WCS Camera Traps,balearica regulorum,5aa2382d-7b13-43e6-8266-10e6382da531,balearica regulorum,Grey Crowned-crane,3
WCS Camera Traps,sagittarius serpentarius,62e231a7-567c-4264-a621-4f690ba783a6,sagittarius serpentarius,Secretarybird,34
WCS Camera Traps,leptailurus serval,573c85b2-4dac-406f-bcd2-ab2448fd234c,leptailurus serval,Serval,84
WCS Camera Traps,melaenornis pammelaina,47b5b91d-cda5-4a06-9bee-72295b1fb16d,melaenornis pammelaina,Southern Black-flycatcher,4
WCS Camera Traps,tragelaphus strepsiceros,d2e4f2d3-7182-48d1-a866-535904fe7692,tragelaphus strepsiceros,Greater Kudu,132
WCS Camera Traps,hippopotamus amphibius,7631afd3-ab8e-4e88-9243-2c21386595eb,hippopotamus amphibius,Hippopotamus,100
WCS Camera Traps,streptopilia capicola,60d846d9-aaca-47bd-bb26-3e9d60ab7592,streptopelia capicola,Ring-necked Dove,46
WCS Camera Traps,corythaixoides leucogaster,f5c4610b-7e5d-42e3-aa62-420ebbf2a291,criniferoides leucogaster,White-bellied Go-away-bird,6
WCS Camera Traps,melierax poliopterus,a82dea52-d608-41dc-8006-333632896bbc,melierax poliopterus,Eastern Chanting-goshawk,12
WCS Camera Traps,burhinus capensis,ba9611a3-432b-472e-91d7-4578b6f78478,burhinus capensis,Spotted Thick-knee,7
WCS Camera Traps,onenanthe sp,690057cb-d789-4b29-8591-4c4430997a1e,oenanthe,Oenanthe Species,6
WCS Camera Traps,lissotis hartlaubii,e7a54376-c738-4c2b-9703-1519f0b48241,lissotis hartlaubii,Hartlaub's Bustard,3
WCS Camera Traps,erythrocebus patas,fd89b4fc-e307-49d9-bafc-adc6fb7a0a9c,erythrocebus patas,Patas Monkey,12
WCS Camera Traps,ardea melanocephala,4d7f39fd-79c4-4989-8982-4ba2c580ac38,ardea melanocephala,Black-headed Heron,16
WCS Camera Traps,vanellus coronatus,be5adc7a-0b88-4898-8d01-ed4f2f0d707e,vanellus coronatus,Crowned Lapwing,47
WCS Camera Traps,tockus deckeni,20e84b74-6d92-4355-8065-43b4ac7ae3c5,tockus deckeni,Von der Decken's Hornbill,15
WCS Camera Traps,atelerix albiventris,837b9391-b201-41ad-a24a-b0549588efd8,atelerix albiventris,Four-toed Hedgehog,3
WCS Camera Traps,galago senegalensis,f06f6a43-35f4-4ced-be01-64641f1c6ae7,galago senegalensis,Northern Lesser Galago,2
WCS Camera Traps,eudorcas rufifrons,66f2be6e-2d1c-4ac1-ab0b-20b37104fe06,eudorcas rufifrons,Red-fronted Gazelle,3
WCS Camera Traps,xerus rutilis,9d113466-c5b5-4f4f-a96e-997b8a9dcf0c,xerus rutilus,Unstriped Ground Squirrel,8
WCS Camera Traps,lanarius funebris,12eb667f-38cb-4f48-84dd-a0accc52716d,laniarius funebris,Slate-coloured Boubou,1
WCS Camera Traps,lamprotornis chalybaeus,59327267-b1b8-4551-b418-82916844667e,lamprotornis chalybaeus,Greater Blue-eared Starling,15
WCS Camera Traps,xerus rutilus,9d113466-c5b5-4f4f-a96e-997b8a9dcf0c,xerus rutilus,Unstriped Ground Squirrel,29
WCS Camera Traps,connochaetes taurinus,09fbf931-bbf0-4959-9df6-1082db578281,connochaetes taurinus,Common Wildebeest,14
WCS Camera Traps,bostrychia hagedash,2b5776e4-b417-4548-aa65-0edfb4be280e,bostrychia hagedash,Hadada Ibis,8
WCS Camera Traps,dicerorhinus sumatrensis,e465aa4e-d6ac-46fe-b990-e4fac9fb08ed,dicerorhinus sumatrensis,Sumatran Rhinoceros,54
WCS Camera Traps,unidentifiable,822f8b93-f963-40cd-afe1-932f3ad5c1f2,unknown,Unknown,1472
WCS Camera Traps,paguma larvata,05a177f4-8da4-400f-ad72-0a8437a1eea6,paguma larvata,Masked Palm Civet,364
WCS Camera Traps,pardofelis marmorata,feb7d405-71d9-4ae8-bf1a-f1d695dcf089,pardofelis marmorata,Marbled Cat,220
WCS Camera Traps,neofelis nebulosa,44e7f637-f8db-4252-9804-7c200fd6516c,neofelis nebulosa,Clouded Leopard,204
WCS Camera Traps,cuon alpinus,52674140-b07c-4a6e-9e2b-a48234018ef0,cuon alpinus,Dhole,185
WCS Camera Traps,gallus gallus,89851bea-765b-431a-bb03-6f821931ebdc,gallus gallus,Red Junglefowl,203
WCS Camera Traps,varanus salvator,bf821325-fbf8-4b48-a437-4c238ad07f90,varanus salvator,Common Water Monitor,17
WCS Camera Traps,arctogalidia trivirgata,ce0a56c1-1e05-44cc-b671-cfe932e8d5e4,arctogalidia trivirgata,Small-toothed Palm Civet,9
WCS Camera Traps,presbytis sp,6a43093b-07f3-4ed0-b78f-6f6f020dea88,presbytis,Presbytis Species,5
WCS Camera Traps,martes flavigula,8d7dc39f-0fea-42fd-bc07-e95fde4bab06,martes flavigula,Yellow-throated Marten,799
WCS Camera Traps,prionodon linsang,d9288fc3-1fe5-447b-9c86-6197bd50a5e0,prionodon linsang,Banded Linsang,110
WCS Camera Traps,rollulus rouloul,4b03523a-17b4-4838-bf23-0dc7da8ce5bf,rollulus rouloul,Crested Partridge,55
WCS Camera Traps,lophura inornata,d18b7be5-107b-4524-af7c-f222ee8b312a,lophura inornata,nan,56
WCS Camera Traps,mydaus javanensis,23d04d61-a565-4665-bebb-059090e07d7d,mydaus javanensis,Sunda Stink-badger,21
WCS Camera Traps,lophura ignita,82b08fe4-4f98-47ae-94dd-22066db481e0,lophura ignita,Faisán Noble,4
WCS Camera Traps,nesolagus netscheri,ecb3c012-4f76-4898-8774-4d59a7005543,nesolagus netscheri,Sumatran Striped Rabbit,2
WCS Camera Traps,polyplectron chalcurum,899bce98-e7a7-427f-9590-8de7be65a838,polyplectron chalcurum,Bronze-tailed Peacock-pheasant,13
WCS Camera Traps,manis javanica,6cc43c63-2730-4495-8d1e-3c3b1c1b9793,manis javanica,Sunda Pangolin,17
WCS Camera Traps,pitta schneideri,e3e24144-0b43-4128-94ba-60e9dc7b204f,hydrornis schneideri,Schneider's Pitta,6
WCS Camera Traps,capricornis sumatraensis,38262151-d1fc-478f-a040-ed429e397fbe,capricornis sumatraensis,Sumatran Serow,763
WCS Camera Traps,macaca fascicularis,a385581a-983c-4154-857f-1f78c856a850,macaca fascicularis,Common Long-tailed Macaque,727
WCS Camera Traps,presbytis femoralis,8e25d1f3-e63d-419d-873c-667823153668,presbytis femoralis,Banded Surili,1
WCS Camera Traps,unknown mammal,f2d233e3-80e3-433d-9687-e29ecc7a467a,mammalia,Mammal,66
WCS Camera Traps,barypthengus martii,bbbbaa97-e40a-42ba-867a-64152c66b6d0,baryphthengus martii,Rufous Motmot,1
WCS Camera Traps,unknown squirrel,e4d1e892-0e4b-475a-a8ac-b5c3502e0d55,sciuridae,Sciuridae Family,119
WCS Camera Traps,francolinus nobilis,164c7e7e-d457-4f03-b1d0-f535abc024e7,pternistis nobilis,Handsome Francolin,2020
