dataset_name,query,taxonomy_level,scientific_name,common_name,taxonomy_string,kingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety
Snapshot Kgalagadi,hyenabrown,species,parahyaena brunnea,brown hyena,"[(500648, 'species', 'parahyaena brunnea', ['brown hyena']), (500647, 'genus', 'parahyaena', []), (846226, 'subfamily', 'hyaeninae', ['bone-cracking hyenas']), (41884, 'family', 'hyaenidae', ['hyenas']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,hyaenidae,hyaeninae,,parahyaena,parahyaena brunnea,,
Snapshot Kgalagadi,hyenaspotted,species,crocuta crocuta,spotted hyena,"[(41886, 'species', 'crocuta crocuta', ['spotted hyena']), (41885, 'genus', 'crocuta', []), (846226, 'subfamily', 'hyaeninae', ['bone-cracking hyenas']), (41884, 'family', 'hyaenidae', ['hyenas']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,hyaenidae,hyaeninae,,crocuta,crocuta crocuta,,
Snapshot Kgalagadi,jackalblackbacked,species,lupulella mesomelas,black-backed jackal,"[(1210966, 'species', 'lupulella mesomelas', ['black-backed jackal']), (1210963, 'genus', 'lupulella', ['african jackals']), (42043, 'family', 'canidae', ['canids']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,lupulella,lupulella mesomelas,,
Snapshot Kgalagadi,kudu,species,tragelaphus strepsiceros,greater kudu,"[(42339, 'species', 'tragelaphus strepsiceros', ['greater kudu']), (42337, 'genus', 'tragelaphus', ['spiral-horned antelopes']), (846305, 'tribe', 'tragelaphini', ['spiral-horned antelopes']), (568826, 'subfamily', 'bovinae', ['bovines']), (42241, 'family', 'bovidae', ['bovids']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,tragelaphini,tragelaphus,tragelaphus strepsiceros,,
Snapshot Kgalagadi,leopard,species,panthera pardus,leopard,"[(41963, 'species', 'panthera pardus', ['leopard']), (41962, 'genus', 'panthera', ['roaring cats']), (846273, 'subfamily', 'pantherinae', ['big cats']), (41944, 'family', 'felidae', ['felids']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,
Snapshot Kgalagadi,lionfemale,species,panthera leo,lion,"[(41964, 'species', 'panthera leo', ['lion']), (41962, 'genus', 'panthera', ['roaring cats']), (846273, 'subfamily', 'pantherinae', ['big cats']), (41944, 'family', 'felidae', ['felids']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera leo,,
Snapshot Kgalagadi,meerkatsuricate,species,suricata suricatta,meerkat,"[(41943, 'species', 'suricata suricatta', ['meerkat']), (41942, 'genus', 'suricata', []), (846227, 'subfamily', 'mungotinae', ['social mongooses']), (41893, 'family', 'herpestidae', ['mongooses']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,herpestidae,mungotinae,,suricata,suricata suricatta,,
Snapshot Kgalagadi,ostrich,species,struthio camelus,ostrich,"[(20526, 'species', 'struthio camelus', ['common ostrich']), (20524, 'genus', 'struthio', ['ostriches']), (20523, 'family', 'struthionidae', ['ostriches']), (20487, 'order', 'struthioniformes', ['ostriches']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,struthioniformes,,,,struthionidae,,,struthio,struthio camelus,,
Snapshot Kgalagadi,porcupine,species,hystrix africaeaustralis,cape porcupine,"[(44173, 'species', 'hystrix africaeaustralis', ['cape porcupine']), (44168, 'genus', 'hystrix', ['crested porcupines and allies']), (44167, 'family', 'hystricidae', ['old world porcupines']), (870767, 'infraorder', 'hystricognathi', ['hystricognaths']), (870765, 'suborder', 'hystricomorpha', ['ctenohystricans']), (43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,hystricomorpha,hystricognathi,,hystricidae,,,hystrix,hystrix africaeaustralis,,
Snapshot Kgalagadi,reptilesamphibians,class,reptilia,reptiles,"[(26036, 'class', 'reptilia', ['reptiles']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,reptilia,,,,,,,,,,,,,,
Snapshot Kgalagadi,rodent,order,rodentia,rodent,"[(43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,,,,,,,,,,
Snapshot Kgalagadi,secretarybird,species,sagittarius serpentarius,secretarybird,"[(117214, 'species', 'sagittarius serpentarius', ['secretarybird']), (71756, 'genus', 'sagittarius', []), (200957, 'family', 'sagittariidae', ['secretarybirds']), (71261, 'order', 'accipitriformes', ['hawks, eagles, kites, and allies']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,accipitriformes,,,,sagittariidae,,,sagittarius,sagittarius serpentarius,,
Snapshot Kgalagadi,steenbok,species,raphicerus campestris,steenbok,"[(42375, 'species', 'raphicerus campestris', ['steenbok']), (42373, 'genus', 'raphicerus', ['grysboks and steenboks']), (846306, 'tribe', 'antilopini', ['typical antelopes']), (568847, 'subfamily', 'antilopinae', ['antelopes, goats, and sheep']), (42241, 'family', 'bovidae', ['bovids']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,antilopinae,antilopini,raphicerus,raphicerus campestris,,
Snapshot Kgalagadi,wildebeestblue,species,connochaetes taurinus,blue wildebeest,"[(42280, 'species', 'connochaetes taurinus', ['common wildebeest']), (42279, 'genus', 'connochaetes', ['wildebeests']), (846320, 'tribe', 'alcelaphini', ['alcelaphines']), (568847, 'subfamily', 'antilopinae', ['antelopes, goats, and sheep']), (42241, 'family', 'bovidae', ['bovids']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,antilopinae,alcelaphini,connochaetes,connochaetes taurinus,,
Snapshot Kruger,aardvarkantbear,species,orycteropus afer,aardvark,"[(47062, 'species', 'orycteropus afer', ['aardvark']), (47061, 'genus', 'orycteropus', []), (47060, 'family', 'orycteropodidae', ['aardvarks']), (47059, 'order', 'tubulidentata', ['aardvarks']), (848321, 'superorder', 'afrotheria', ['afromammals']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,tubulidentata,,,,orycteropodidae,,,orycteropus,orycteropus afer,,
Snapshot Kruger,aardwolf,species,proteles cristatus,aardwolf,"[(1306005, 'species', 'proteles cristatus', ['aardwolf']), (41891, 'genus', 'proteles', []), (846282, 'subfamily', 'protelinae', ['aardwolves']), (41884, 'family', 'hyaenidae', ['hyenas']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,hyaenidae,protelinae,,proteles,proteles cristatus,,
Snapshot Kruger,baboon,genus,papio,baboon,"[(43534, 'genus', 'papio', ['baboons']), (846334, 'tribe', 'papionini', ['baboons, macaques, and mangabeys']), (479424, 'subfamily', 'cercopithecinae', ['cercopithecines']), (43443, 'family', 'cercopithecidae', ['old world monkeys']), (936369, 'parvorder', 'catarrhini', ['apes and old world monkeys']), (936377, 'infraorder', 'simiiformes', ['monkeys and apes']), (786045, 'suborder', 'haplorhini', ['monkeys, apes, and tarsiers']), (43367, 'order', 'primates', ['primates']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,primates,haplorhini,simiiformes,,cercopithecidae,cercopithecinae,papionini,papio,,,
Snapshot Kruger,birdother,class,aves,bird,"[(3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Snapshot Kruger,birdsofprey,class,aves,bird of prey,"[(3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Snapshot Kruger,buffalo,species,syncerus caffer,cape buffalo,"[(42405, 'species', 'syncerus caffer', ['african buffalo']), (42404, 'genus', 'syncerus', []), (846321, 'tribe', 'bovini', ['cattle and bison']), (568826, 'subfamily', 'bovinae', ['bovines']), (42241, 'family', 'bovidae', ['bovids']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,
Snapshot Kruger,caracal,species,caracal caracal,caracal,"[(42042, 'species', 'caracal caracal', ['caracal']), (42041, 'genus', 'caracal', []), (846179, 'subfamily', 'felinae', ['small cats']), (41944, 'family', 'felidae', ['felids']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,caracal,caracal caracal,,
Snapshot Kruger,cheetah,species,acinonyx jubatus,cheetah,"[(41955, 'species', 'acinonyx jubatus', ['cheetah']), (41954, 'genus', 'acinonyx', []), (846179, 'subfamily', 'felinae', ['small cats']), (41944, 'family', 'felidae', ['felids']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,acinonyx,acinonyx jubatus,,
Snapshot Kruger,civet,family,viverridae,civet,"[(41574, 'family', 'viverridae', ['civets, genets, and oyans']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,viverridae,,,,,,
Snapshot Kruger,crocodile,species,crocodylus niloticus,nile crocodile,"[(341972, 'species', 'crocodylus niloticus', ['nile crocodile']), (26042, 'genus', 'crocodylus', ['typical crocodiles']), (26041, 'family', 'crocodylidae', ['crocodiles']), (26039, 'order', 'crocodylia', ['crocodilians']), (26036, 'class', 'reptilia', ['reptiles']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,reptilia,,,,crocodylia,,,,crocodylidae,,,crocodylus,crocodylus niloticus,,
Snapshot Kruger,dikdik,genus,madoqua,dikdik,"[(42358, 'genus', 'madoqua', ['dik-diks']), (846306, 'tribe', 'antilopini', ['typical antelopes']), (568847, 'subfamily', 'antilopinae', ['antelopes, goats, and sheep']), (42241, 'family', 'bovidae', ['bovids']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,antilopinae,antilopini,madoqua,,,
Snapshot Kruger,duikercommongrey,species,sylvicapra grimmia,common grey duiker,"[(42424, 'species', 'sylvicapra grimmia', ['bush duiker']), (42423, 'genus', 'sylvicapra', []), (846333, 'tribe', 'cephalophini', ['duikers']), (568847, 'subfamily', 'antilopinae', ['antelopes, goats, and sheep']), (42241, 'family', 'bovidae', ['bovids']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,antilopinae,cephalophini,sylvicapra,sylvicapra grimmia,,
Snapshot Kruger,duikerrednatal,species,cephalophus natalensis,red natal duiker,"[(42288, 'species', 'cephalophus natalensis', ['natal red duiker']), (42284, 'genus', 'cephalophus', ['forest duikers']), (846333, 'tribe', 'cephalophini', ['duikers']), (568847, 'subfamily', 'antilopinae', ['antelopes, goats, and sheep']), (42241, 'family', 'bovidae', ['bovids']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,antilopinae,cephalophini,cephalophus,cephalophus natalensis,,
Snapshot Kruger,elephant,species,loxodonta africana,african bush elephant,"[(43694, 'species', 'loxodonta africana', ['african bush elephant']), (43693, 'genus', 'loxodonta', ['african elephants']), (43692, 'family', 'elephantidae', ['elephants']), (43691, 'order', 'proboscidea', ['proboscideans']), (848321, 'superorder', 'afrotheria', ['afromammals']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,loxodonta,loxodonta africana,,
Snapshot Kruger,empty,,,,,,,,,,,,,,,,,,,,,,,
Snapshot Kruger,foxbateared,species,otocyon megalotis,bat-eared fox,"[(42095, 'species', 'otocyon megalotis', ['bat-eared fox']), (42094, 'genus', 'otocyon', []), (42043, 'family', 'canidae', ['canids']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,otocyon,otocyon megalotis,,
Snapshot Kruger,genetcommonsmallspotted,genus,genetta,common small-spotted genet,"[(41591, 'genus', 'genetta', ['genets']), (846248, 'subfamily', 'genettinae', ['genets and oyans']), (41574, 'family', 'viverridae', ['civets, genets, and oyans']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,viverridae,genettinae,,genetta,,,
Snapshot Kruger,giraffe,species,giraffa camelopardalis,giraffe,"[(42157, 'species', 'giraffa camelopardalis', ['giraffe']), (42156, 'genus', 'giraffa', []), (42153, 'family', 'giraffidae', ['giraffes and okapi']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,giraffidae,,,giraffa,giraffa camelopardalis,,
Snapshot Kruger,hare,genus,lepus,hare,"[(43117, 'genus', 'lepus', ['hares and jackrabbits']), (43095, 'family', 'leporidae', ['hares and rabbits']), (43094, 'order', 'lagomorpha', ['lagomorphs']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,lagomorpha,,,,leporidae,,,lepus,,,
Snapshot Kruger,harespring,species,pedetes capensis,springhare,"[(45929, 'species', 'pedetes capensis', ['southern springhare']), (45928, 'genus', 'pedetes', ['springhares']), (45927, 'family', 'pedetidae', ['springhares']), (870763, 'suborder', 'anomaluromorpha', ['anomalures and springhares']), (43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,anomaluromorpha,,,pedetidae,,,pedetes,pedetes capensis,,
